"COUNTRY_AREA_TERRITORY","MMWR_WEEKSTARTDATE","ILI_CASE","ILI_OUTPATIENTS","SARI_CASE","SARI_INPATIENTS","ili_1000","sari_100","MMWR_WEEK"
"Bangladesh",2017-08-27,0,51176,17,14161,0,0.12,35
"Bhutan",2017-08-27,374,7437,53,394,5.03,13.45,35
"Sri Lanka",2017-08-27,0,0,0,0,0,0,35
"Maldives",2017-08-27,0,0,0,0,0,0,35
"Nepal",2017-08-27,0,0,0,0,0,0,35
"Timor-Leste",2017-08-27,0,0,0,0,0,0,35
"All Country",2017-08-27,104475,2318138,70,14555,4.51,0.48,35
"DPR Korea",2017-09-03,0,0,0,0,0,0,36
"Thailand",2017-09-03,84717,1861311,0,0,4.55,0,36
"Bangladesh",2017-09-03,0,0,0,0,0,0,36
"Bhutan",2017-09-03,0,0,0,0,0,0,36
"Sri Lanka",2017-09-03,0,0,0,0,0,0,36
"Maldives",2017-09-03,0,0,0,0,0,0,36
"Nepal",2017-09-03,0,0,0,0,0,0,36
"Timor-Leste",2017-09-03,0,0,0,0,0,0,36
"All Country",2017-09-03,84717,1861311,0,0,4.55,0,36
"DPR Korea",2017-09-10,0,0,0,0,0,0,37
"Thailand",2017-09-10,105493,2272986,0,0,4.64,0,37
"Bangladesh",2017-09-10,0,0,0,0,0,0,37
"Bhutan",2017-09-10,226,6275,52,447,3.6,11.63,37
"Sri Lanka",2017-09-10,0,0,0,0,0,0,37
"Maldives",2017-09-10,0,0,0,0,0,0,37
"Nepal",2017-09-10,0,0,0,0,0,0,37
"Timor-Leste",2017-09-10,0,0,0,0,0,0,37
"All Country",2017-09-10,105719,2279261,52,447,4.64,11.63,37
"DPR Korea",2017-09-17,0,0,0,0,0,0,38
"Thailand",2017-09-17,81640,1840064,0,0,4.44,0,38
"Bangladesh",2017-09-17,0,0,0,0,0,0,38
"Bhutan",2017-09-17,233,6155,41,377,3.79,10.88,38
"Sri Lanka",2017-09-17,0,0,0,0,0,0,38
"Maldives",2017-09-17,0,0,0,0,0,0,38
"Nepal",2017-09-17,0,0,0,0,0,0,38
"Timor-Leste",2017-09-17,0,0,0,0,0,0,38
"All Country",2017-09-17,81873,1846219,41,377,4.43,10.88,38
"DPR Korea",2017-09-24,0,0,0,0,0,0,39
"Thailand",2017-09-24,81572,1841738,0,0,4.43,0,39
"Bangladesh",2017-09-24,7,69715,7,19019,0.01,0.04,39
"Bhutan",2017-09-24,248,4613,30,395,5.38,7.59,39
"Sri Lanka",2017-09-24,0,0,0,0,0,0,39
"Maldives",2017-09-24,0,0,0,0,0,0,39
"Nepal",2017-09-24,0,0,0,0,0,0,39
"Timor-Leste",2017-09-24,0,0,0,0,0,0,39
"All Country",2017-09-24,81827,1916066,37,19414,4.27,0.19,39
"DPR Korea",2017-10-01,0,0,0,0,0,0,40
"Thailand",2017-10-01,78120,1927166,0,0,4.05,0,40
"Bangladesh",2017-10-01,0,0,0,0,0,0,40
"Bhutan",2017-10-01,0,0,0,0,0,0,40
"Sri Lanka",2017-10-01,0,0,0,0,0,0,40
"Maldives",2017-10-01,0,0,0,0,0,0,40
"Nepal",2017-10-01,0,0,0,0,0,0,40
"Timor-Leste",2017-10-01,0,0,0,0,0,0,40
"All Country",2017-10-01,78120,1927166,0,0,4.05,0,40
"DPR Korea",2017-10-08,0,0,0,0,0,0,41
"Thailand",2017-10-08,96887,2212833,0,0,4.38,0,41
"Bangladesh",2017-10-08,0,0,30,15284,0,0.2,41
"Bhutan",2017-10-08,149,5084,42,423,2.93,9.93,41
"Sri Lanka",2017-10-08,0,0,0,0,0,0,41
"Maldives",2017-10-08,0,0,0,0,0,0,41
"Nepal",2017-10-08,0,0,0,0,0,0,41
"Timor-Leste",2017-10-08,0,0,0,0,0,0,41
"All Country",2017-10-08,97036,2217917,72,15707,4.38,0.46,41
"DPR Korea",2017-10-15,0,0,0,0,0,0,42
"Thailand",2017-10-15,69482,1976376,0,0,3.52,0,42
"Bangladesh",2017-10-15,0,0,0,0,0,0,42
"Bhutan",2017-10-15,0,0,0,0,0,0,42
"Sri Lanka",2017-10-15,0,0,0,0,0,0,42
"Maldives",2017-10-15,0,0,0,0,0,0,42
"Nepal",2017-10-15,0,0,0,0,0,0,42
"Timor-Leste",2017-10-15,0,0,0,0,0,0,42
"All Country",2017-10-15,69482,1976376,0,0,3.52,0,42
"DPR Korea",2017-10-22,0,0,0,0,0,0,43
"Thailand",2017-10-22,64976,1642394,0,0,3.96,0,43
"Bangladesh",2017-10-22,0,0,0,0,0,0,43
"Bhutan",2017-10-22,210,5536,44,337,3.79,13.06,43
"Sri Lanka",2017-10-22,0,0,0,0,0,0,43
"Maldives",2017-10-22,0,0,0,0,0,0,43
"Nepal",2017-10-22,0,0,0,0,0,0,43
"Timor-Leste",2017-10-22,0,0,0,0,0,0,43
"All Country",2017-10-22,65186,1647930,44,337,3.96,13.06,43
"DPR Korea",2017-10-29,0,0,0,0,0,0,44
"Thailand",2017-10-29,54211,1830148,0,0,2.96,0,44
"Bangladesh",2017-10-29,0,0,0,0,0,0,44
"Bhutan",2017-10-29,172,5927,22,327,2.9,6.73,44
"Sri Lanka",2017-10-29,0,0,0,0,0,0,44
"Maldives",2017-10-29,0,0,0,0,0,0,44
"Nepal",2017-10-29,0,0,0,0,0,0,44
"Timor-Leste",2017-10-29,0,0,0,0,0,0,44
"All Country",2017-10-29,54383,1836075,22,327,2.96,6.73,44
"DPR Korea",2017-11-05,0,0,0,0,0,0,45
"Thailand",2017-11-05,76853,2525039,0,0,3.04,0,45
"Bangladesh",2017-11-05,0,0,0,0,0,0,45
"Bhutan",2017-11-05,0,0,0,0,0,0,45
"Sri Lanka",2017-11-05,0,0,0,0,0,0,45
"Maldives",2017-11-05,0,0,0,0,0,0,45
"Nepal",2017-11-05,0,0,0,0,0,0,45
"Timor-Leste",2017-11-05,0,0,0,0,0,0,45
"All Country",2017-11-05,76853,2525039,0,0,3.04,0,45
"DPR Korea",2017-11-12,0,0,0,0,0,0,46
"Thailand",2017-11-12,80705,2565555,0,0,3.15,0,46
"Bangladesh",2017-11-12,0,0,0,0,0,0,46
"Bhutan",2017-11-12,179,5499,16,402,3.26,3.98,46
"Sri Lanka",2017-11-12,0,0,0,0,0,0,46
"Maldives",2017-11-12,0,0,0,0,0,0,46
"Nepal",2017-11-12,0,0,0,0,0,0,46
"Timor-Leste",2017-11-12,0,0,0,0,0,0,46
"All Country",2017-11-12,80884,2571054,16,402,3.15,3.98,46
"DPR Korea",2017-11-19,0,0,0,0,0,0,47
"Thailand",2017-11-19,84396,2496138,0,0,3.38,0,47
"Bangladesh",2017-11-19,0,0,28,13061,0,0.21,47
"Bhutan",2017-11-19,0,0,0,0,0,0,47
"Sri Lanka",2017-11-19,0,0,0,0,0,0,47
"Maldives",2017-11-19,0,0,0,0,0,0,47
"Nepal",2017-11-19,0,0,0,0,0,0,47
"Timor-Leste",2017-11-19,0,0,0,0,0,0,47
"All Country",2017-11-19,84396,2496138,28,13061,3.38,0.21,47
"DPR Korea",2017-11-26,0,0,0,0,0,0,48
"Thailand",2017-11-26,86481,2431263,0,0,3.56,0,48
"Bangladesh",2017-11-26,0,0,18,12364,0,0.15,48
"Bhutan",2017-11-26,0,0,0,0,0,0,48
"Sri Lanka",2017-11-26,0,0,0,0,0,0,48
"Maldives",2017-11-26,0,0,0,0,0,0,48
"Nepal",2017-11-26,0,0,0,0,0,0,48
"Timor-Leste",2017-11-26,0,0,0,0,0,0,48
"All Country",2017-11-26,86481,2431263,18,12364,3.56,0.15,48
"DPR Korea",2017-12-03,0,0,0,0,0,0,49
"Thailand",2017-12-03,83946,2196441,0,0,3.82,0,49
"Bangladesh",2017-12-03,0,0,48,12222,0,0.39,49
"Bhutan",2017-12-03,109,6062,11,291,1.8,3.78,49
"Sri Lanka",2017-12-03,0,0,0,0,0,0,49
"Maldives",2017-12-03,0,0,0,0,0,0,49
"Nepal",2017-12-03,0,0,0,0,0,0,49
"Timor-Leste",2017-12-03,0,0,0,0,0,0,49
"All Country",2017-12-03,84055,2202503,59,12513,3.82,0.47,49
"DPR Korea",2017-12-10,0,0,0,0,0,0,50
"Thailand",2017-12-10,79981,2216907,0,0,3.61,0,50
"Bangladesh",2017-12-10,0,0,17,12656,0,0.13,50
"Bhutan",2017-12-10,148,6194,23,278,2.39,8.27,50
"Sri Lanka",2017-12-10,0,0,0,0,0,0,50
"Maldives",2017-12-10,0,0,0,0,0,0,50
"Nepal",2017-12-10,0,0,0,0,0,0,50
"Timor-Leste",2017-12-10,0,0,0,0,0,0,50
"All Country",2017-12-10,80129,2223101,40,12934,3.6,0.31,50
"DPR Korea",2017-12-17,0,0,0,0,0,0,51
"Thailand",2017-12-17,78120,2270086,0,0,3.44,0,51
"Bangladesh",2017-12-17,0,0,33,12314,0,0.27,51
"Bhutan",2017-12-17,90,4287,19,250,2.1,7.6,51
"Sri Lanka",2017-12-17,0,0,0,0,0,0,51
"Maldives",2017-12-17,0,0,0,0,0,0,51
"Nepal",2017-12-17,0,0,0,0,0,0,51
"Timor-Leste",2017-12-17,0,0,0,0,0,0,51
"All Country",2017-12-17,78210,2274373,52,12564,3.44,0.41,51
"DPR Korea",2017-12-24,0,0,0,0,0,0,52
"Thailand",2017-12-24,71236,2121719,0,0,3.36,0,52
"Bangladesh",2017-12-24,0,0,0,0,0,0,52
"Bhutan",2017-12-24,0,0,0,0,0,0,52
"Sri Lanka",2017-12-24,0,0,0,0,0,0,52
"Maldives",2017-12-24,0,0,0,0,0,0,52
"Nepal",2017-12-24,0,0,0,0,0,0,52
"Timor-Leste",2017-12-24,0,0,0,0,0,0,52
"All Country",2017-12-24,71236,2121719,0,0,3.36,0,52
"DPR Korea",2017-12-31,0,0,0,0,0,0,1
"Thailand",2017-12-31,57179,1359093,0,0,4.21,0,1
"Bangladesh",2017-12-31,0,0,0,0,0,0,1
"Bhutan",2017-12-31,0,0,0,0,0,0,1
"Sri Lanka",2017-12-31,0,0,0,0,0,0,1
"Maldives",2017-12-31,0,0,0,0,0,0,1
"Nepal",2017-12-31,0,0,0,0,0,0,1
"Timor-Leste",2017-12-31,0,0,0,0,0,0,1
"All Country",2017-12-31,57179,1359093,0,0,4.21,0,1
"DPR Korea",2018-01-07,0,0,0,0,0,0,2
"Thailand",2018-01-07,98133,2522003,0,0,3.89,0,2
"Bangladesh",2018-01-07,0,0,23,11970,0,0.19,2
"Bhutan",2018-01-07,0,0,0,0,0,0,2
"Sri Lanka",2018-01-07,0,0,0,0,0,0,2
"Maldives",2018-01-07,0,0,0,0,0,0,2
"Nepal",2018-01-07,0,0,0,0,0,0,2
"Timor-Leste",2018-01-07,0,0,0,0,0,0,2
"All Country",2018-01-07,98133,2522003,23,11970,3.89,0.19,2
"DPR Korea",2018-01-14,0,0,0,0,0,0,3
"Thailand",2018-01-14,97409,2577921,0,0,3.78,0,3
"Bangladesh",2018-01-14,0,0,0,0,0,0,3
"Bhutan",2018-01-14,0,0,0,0,0,0,3
"Sri Lanka",2018-01-14,0,0,0,0,0,0,3
"Maldives",2018-01-14,0,0,0,0,0,0,3
"Nepal",2018-01-14,0,0,0,0,0,0,3
"Timor-Leste",2018-01-14,0,0,0,0,0,0,3
"All Country",2018-01-14,97409,2577921,0,0,3.78,0,3
"DPR Korea",2018-01-21,0,0,0,0,0,0,4
"Thailand",2018-01-21,84440,2363428,0,0,3.57,0,4
"Bangladesh",2018-01-21,0,0,28,13792,0,0.2,4
"Bhutan",2018-01-21,127,6517,15,269,1.95,5.58,4
"Sri Lanka",2018-01-21,0,0,0,0,0,0,4
"Maldives",2018-01-21,0,0,0,0,0,0,4
"Nepal",2018-01-21,0,0,0,0,0,0,4
"Timor-Leste",2018-01-21,0,0,0,0,0,0,4
"All Country",2018-01-21,84567,2369945,43,14061,3.57,0.31,4
"DPR Korea",2018-01-28,0,0,0,0,0,0,5
"Thailand",2018-01-28,89574,2391898,0,0,3.74,0,5
"Bangladesh",2018-01-28,0,0,0,0,0,0,5
"Bhutan",2018-01-28,0,0,0,0,0,0,5
"Sri Lanka",2018-01-28,0,0,0,0,0,0,5
"Maldives",2018-01-28,0,0,0,0,0,0,5
"Nepal",2018-01-28,0,0,0,0,0,0,5
"Timor-Leste",2018-01-28,0,0,0,0,0,0,5
"All Country",2018-01-28,89574,2391898,0,0,3.74,0,5
"DPR Korea",2018-02-04,0,0,0,0,0,0,6
"Thailand",2018-02-04,80604,2175083,0,0,3.71,0,6
"Bangladesh",2018-02-04,0,0,0,0,0,0,6
"Bhutan",2018-02-04,0,0,0,0,0,0,6
"Sri Lanka",2018-02-04,0,0,0,0,0,0,6
"Maldives",2018-02-04,0,0,0,0,0,0,6
"Nepal",2018-02-04,0,0,0,0,0,0,6
"Timor-Leste",2018-02-04,0,0,0,0,0,0,6
"All Country",2018-02-04,80604,2175083,0,0,3.71,0,6
"DPR Korea",2018-02-11,0,0,0,0,0,0,7
"Thailand",2018-02-11,90433,2711069,0,0,3.34,0,7
"Bangladesh",2018-02-11,0,0,0,0,0,0,7
"Bhutan",2018-02-11,115,5027,15,289,2.29,5.19,7
"Sri Lanka",2018-02-11,0,0,0,0,0,0,7
"Maldives",2018-02-11,0,0,0,0,0,0,7
"Nepal",2018-02-11,0,0,0,0,0,0,7
"Timor-Leste",2018-02-11,0,0,0,0,0,0,7
"All Country",2018-02-11,90548,2716096,15,289,3.33,5.19,7
"DPR Korea",2018-02-18,0,0,0,0,0,0,8
"Thailand",2018-02-18,76573,2292182,0,0,3.34,0,8
"Bangladesh",2018-02-18,0,0,0,0,0,0,8
"Bhutan",2018-02-18,0,0,0,0,0,0,8
"Sri Lanka",2018-02-18,0,0,0,0,0,0,8
"Maldives",2018-02-18,0,0,0,0,0,0,8
"Nepal",2018-02-18,0,0,0,0,0,0,8
"Timor-Leste",2018-02-18,0,0,0,0,0,0,8
"All Country",2018-02-18,76573,2292182,0,0,3.34,0,8
"DPR Korea",2018-02-25,0,0,0,0,0,0,9
"Thailand",2018-02-25,79748,2647158,0,0,3.01,0,9
"Bangladesh",2018-02-25,0,0,38,15177,0,0.25,9
"Bhutan",2018-02-25,183,6308,28,409,2.9,6.85,9
"Sri Lanka",2018-02-25,0,0,0,0,0,0,9
"Maldives",2018-02-25,0,0,0,0,0,0,9
"Nepal",2018-02-25,0,0,0,0,0,0,9
"Timor-Leste",2018-02-25,0,0,0,0,0,0,9
"All Country",2018-02-25,79931,2653466,66,15586,3.01,0.42,9
"DPR Korea",2018-03-04,0,0,0,0,0,0,10
"Thailand",2018-03-04,77973,2620136,0,0,2.98,0,10
"Bangladesh",2018-03-04,0,0,53,14972,0,0.35,10
"Bhutan",2018-03-04,161,7450,29,401,2.16,7.23,10
"Sri Lanka",2018-03-04,0,0,0,0,0,0,10
"Maldives",2018-03-04,0,0,0,0,0,0,10
"Nepal",2018-03-04,0,0,0,0,0,0,10
"Timor-Leste",2018-03-04,0,0,0,0,0,0,10
"All Country",2018-03-04,78134,2627586,82,15373,2.97,0.53,10
"DPR Korea",2018-03-11,0,0,0,0,0,0,11
"Thailand",2018-03-11,71163,2655230,0,0,2.68,0,11
"Bangladesh",2018-03-11,0,0,37,14753,0,0.25,11
"Bhutan",2018-03-11,235,7742,46,460,3.04,10,11
"Sri Lanka",2018-03-11,0,0,0,0,0,0,11
"Maldives",2018-03-11,0,0,0,0,0,0,11
"Nepal",2018-03-11,0,0,0,0,0,0,11
"Timor-Leste",2018-03-11,0,0,0,0,0,0,11
"All Country",2018-03-11,71398,2662972,83,15213,2.68,0.55,11
"DPR Korea",2018-03-18,0,0,0,0,0,0,12
"Thailand",2018-03-18,48576,1980390,0,0,2.45,0,12
"Bangladesh",2018-03-18,0,0,30,15442,0,0.19,12
"Bhutan",2018-03-18,329,6977,27,342,4.72,7.89,12
"Sri Lanka",2018-03-18,0,0,0,0,0,0,12
"Maldives",2018-03-18,0,0,0,0,0,0,12
"Nepal",2018-03-18,0,0,0,0,0,0,12
"Timor-Leste",2018-03-18,0,0,0,0,0,0,12
"All Country",2018-03-18,48905,1987367,57,15784,2.46,0.36,12
"DPR Korea",2018-03-25,0,0,0,0,0,0,13
"Thailand",2018-03-25,52108,2211205,0,0,2.36,0,13
"Bangladesh",2018-03-25,0,0,0,0,0,0,13
"Bhutan",2018-03-25,0,0,0,0,0,0,13
"Sri Lanka",2018-03-25,0,0,0,0,0,0,13
"Maldives",2018-03-25,0,0,0,0,0,0,13
"Nepal",2018-03-25,0,0,0,0,0,0,13
"Timor-Leste",2018-03-25,0,0,0,0,0,0,13
"All Country",2018-03-25,52108,2211205,0,0,2.36,0,13
"DPR Korea",2018-04-01,0,0,0,0,0,0,14
"Thailand",2018-04-01,43768,1832772,0,0,2.39,0,14
"Bangladesh",2018-04-01,0,0,49,15287,0,0.32,14
"Bhutan",2018-04-01,251,7488,23,408,3.35,5.64,14
"Sri Lanka",2018-04-01,0,0,0,0,0,0,14
"Maldives",2018-04-01,0,0,0,0,0,0,14
"Nepal",2018-04-01,0,0,0,0,0,0,14
"Timor-Leste",2018-04-01,0,0,0,0,0,0,14
"All Country",2018-04-01,44019,1840260,72,15695,2.39,0.46,14
"DPR Korea",2018-04-08,0,0,0,0,0,0,15
"Thailand",2018-04-08,45250,2032522,0,0,2.23,0,15
"Bangladesh",2018-04-08,0,0,47,14690,0,0.32,15
"Bhutan",2018-04-08,0,0,0,0,0,0,15
"Sri Lanka",2018-04-08,0,0,0,0,0,0,15
"Maldives",2018-04-08,0,0,0,0,0,0,15
"Nepal",2018-04-08,0,0,0,0,0,0,15
"Timor-Leste",2018-04-08,0,0,0,0,0,0,15
"All Country",2018-04-08,45250,2032522,47,14690,2.23,0.32,15
"DPR Korea",2018-04-15,0,0,0,0,0,0,16
"Thailand",2018-04-15,41577,2058627,0,0,2.02,0,16
"Bangladesh",2018-04-15,0,0,27,15784,0,0.17,16
"Bhutan",2018-04-15,0,0,0,0,0,0,16
"Sri Lanka",2018-04-15,0,0,0,0,0,0,16
"Maldives",2018-04-15,0,0,0,0,0,0,16
"Nepal",2018-04-15,0,0,0,0,0,0,16
"Timor-Leste",2018-04-15,0,0,0,0,0,0,16
"All Country",2018-04-15,41577,2058627,27,15784,2.02,0.17,16
"DPR Korea",2018-04-22,0,0,0,0,0,0,17
"Thailand",2018-04-22,49323,2408845,0,0,2.05,0,17
"Bangladesh",2018-04-22,0,0,42,15440,0,0.27,17
"Bhutan",2018-04-22,227,7211,29,370,3.15,7.84,17
"Sri Lanka",2018-04-22,0,0,0,0,0,0,17
"Maldives",2018-04-22,0,0,0,0,0,0,17
"Nepal",2018-04-22,0,0,0,0,0,0,17
"Timor-Leste",2018-04-22,0,0,0,0,0,0,17
"All Country",2018-04-22,49550,2416056,71,15810,2.05,0.45,17
"DPR Korea",2018-04-29,0,0,0,0,0,0,18
"Thailand",2018-04-29,49419,2441166,0,0,2.02,0,18
"Bangladesh",2018-04-29,0,0,33,14194,0,0.23,18
"Bhutan",2018-04-29,0,0,0,0,0,0,18
"Sri Lanka",2018-04-29,0,0,0,0,0,0,18
"Maldives",2018-04-29,0,0,0,0,0,0,18
"Nepal",2018-04-29,0,0,0,0,0,0,18
"Timor-Leste",2018-04-29,0,0,0,0,0,0,18
"All Country",2018-04-29,49419,2441166,33,14194,2.02,0.23,18
"DPR Korea",2018-05-06,0,0,0,0,0,0,19
"Thailand",2018-05-06,48747,2202106,0,0,2.21,0,19
"Bangladesh",2018-05-06,0,0,59,15395,0,0.38,19
"Bhutan",2018-05-06,0,0,0,0,0,0,19
"Sri Lanka",2018-05-06,0,0,0,0,0,0,19
"Maldives",2018-05-06,0,0,0,0,0,0,19
"Nepal",2018-05-06,0,0,0,0,0,0,19
"Timor-Leste",2018-05-06,0,0,0,0,0,0,19
"All Country",2018-05-06,48747,2202106,59,15395,2.21,0.38,19
"DPR Korea",2018-05-13,0,0,0,0,0,0,20
"Thailand",2018-05-13,58876,2352911,0,0,2.5,0,20
"Bangladesh",2018-05-13,0,0,0,0,0,0,20
"Bhutan",2018-05-13,0,0,0,0,0,0,20
"Sri Lanka",2018-05-13,0,0,0,0,0,0,20
"Maldives",2018-05-13,0,0,0,0,0,0,20
"Nepal",2018-05-13,0,0,0,0,0,0,20
"Timor-Leste",2018-05-13,0,0,0,0,0,0,20
"All Country",2018-05-13,58876,2352911,0,0,2.5,0,20
"DPR Korea",2018-05-20,0,0,0,0,0,0,21
"Thailand",2018-05-20,67319,2049282,0,0,3.29,0,21
"Bangladesh",2018-05-20,0,0,0,0,0,0,21
"Bhutan",2018-05-20,219,7023,20,352,3.12,5.68,21
"Sri Lanka",2018-05-20,0,0,0,0,0,0,21
"Maldives",2018-05-20,0,0,0,0,0,0,21
"Nepal",2018-05-20,0,0,0,0,0,0,21
"Timor-Leste",2018-05-20,0,0,0,0,0,0,21
"All Country",2018-05-20,67538,2056305,20,352,3.28,5.68,21
"DPR Korea",2018-05-27,0,0,0,0,0,0,22
"Thailand",2018-05-27,69049,2208943,0,0,3.13,0,22
"Bangladesh",2018-05-27,0,0,0,0,0,0,22
"Bhutan",2018-05-27,284,6949,17,324,4.09,5.25,22
"Sri Lanka",2018-05-27,0,0,0,0,0,0,22
"Maldives",2018-05-27,0,0,0,0,0,0,22
"Nepal",2018-05-27,0,0,0,0,0,0,22
"Timor-Leste",2018-05-27,0,0,0,0,0,0,22
"All Country",2018-05-27,69333,2215892,17,324,3.13,5.25,22
"DPR Korea",2018-06-03,0,0,0,0,0,0,23
"Thailand",2018-06-03,78400,2478608,0,0,3.16,0,23
"Bangladesh",2018-06-03,0,0,0,0,0,0,23
"Bhutan",2018-06-03,256,7092,17,302,3.61,5.63,23
"Sri Lanka",2018-06-03,0,0,0,0,0,0,23
"Maldives",2018-06-03,0,0,0,0,0,0,23
"Nepal",2018-06-03,0,0,0,0,0,0,23
"Timor-Leste",2018-06-03,0,0,0,0,0,0,23
"All Country",2018-06-03,78656,2485700,17,302,3.16,5.63,23
"DPR Korea",2018-06-10,0,0,0,0,0,0,24
"Thailand",2018-06-10,80165,2438400,0,0,3.29,0,24
"Bangladesh",2018-06-10,0,0,0,0,0,0,24
"Bhutan",2018-06-10,206,5740,27,312,3.59,8.65,24
"Sri Lanka",2018-06-10,0,0,0,0,0,0,24
"Maldives",2018-06-10,0,0,0,0,0,0,24
"Nepal",2018-06-10,0,0,0,0,0,0,24
"Timor-Leste",2018-06-10,0,0,0,0,0,0,24
"All Country",2018-06-10,80371,2444140,27,312,3.29,8.65,24
"DPR Korea",2018-06-17,0,0,0,0,0,0,25
"Thailand",2018-06-17,79471,2524040,0,0,3.15,0,25
"Bangladesh",2018-06-17,0,0,38,16599,0,0.23,25
"Bhutan",2018-06-17,214,5210,21,335,4.11,6.27,25
"Sri Lanka",2018-06-17,0,0,0,0,0,0,25
"Maldives",2018-06-17,0,0,0,0,0,0,25
"Nepal",2018-06-17,0,0,0,0,0,0,25
"Timor-Leste",2018-06-17,0,0,0,0,0,0,25
"All Country",2018-06-17,79685,2529250,59,16934,3.15,0.35,25
"DPR Korea",2018-06-24,0,0,0,0,0,0,26
"Thailand",2018-06-24,76578,2403312,0,0,3.19,0,26
"Bangladesh",2018-06-24,0,0,61,19239,0,0.32,26
"Bhutan",2018-06-24,0,0,0,0,0,0,26
"Sri Lanka",2018-06-24,0,0,0,0,0,0,26
"Maldives",2018-06-24,0,0,0,0,0,0,26
"Nepal",2018-06-24,0,0,0,0,0,0,26
"Timor-Leste",2018-06-24,0,0,0,0,0,0,26
"All Country",2018-06-24,76578,2403312,61,19239,3.19,0.32,26
"DPR Korea",2018-07-01,0,0,0,0,0,0,27
"Thailand",2018-07-01,647,74019,0,0,0.87,0,27
"Bangladesh",2018-07-01,0,0,0,0,0,0,27
"Bhutan",2018-07-01,121,5331,15,330,2.27,4.55,27
"Sri Lanka",2018-07-01,0,0,0,0,0,0,27
"Maldives",2018-07-01,0,0,0,0,0,0,27
"Nepal",2018-07-01,0,0,0,0,0,0,27
"Timor-Leste",2018-07-01,0,0,0,0,0,0,27
"All Country",2018-07-01,768,79350,15,330,0.97,4.55,27
"DPR Korea",2018-07-08,0,0,0,0,0,0,28
"Thailand",2018-07-08,67445,2248811,0,0,3,0,28
"Bangladesh",2018-07-08,0,0,101,17390,0,0.58,28
"Bhutan",2018-07-08,167,7880,20,304,2.12,6.58,28
"Sri Lanka",2018-07-08,0,0,0,0,0,0,28
"Maldives",2018-07-08,0,0,0,0,0,0,28
"Nepal",2018-07-08,0,0,0,0,0,0,28
"Timor-Leste",2018-07-08,0,0,0,0,0,0,28
"All Country",2018-07-08,67612,2256691,121,17694,3,0.68,28
"DPR Korea",2018-07-15,0,0,0,0,0,0,29
"Thailand",2018-07-15,58425,1749325,0,0,3.34,0,29
"Bangladesh",2018-07-15,0,0,76,17385,0,0.44,29
"Bhutan",2018-07-15,0,0,0,0,0,0,29
"Sri Lanka",2018-07-15,0,0,0,0,0,0,29
"Maldives",2018-07-15,0,0,0,0,0,0,29
"Nepal",2018-07-15,0,0,0,0,0,0,29
"Timor-Leste",2018-07-15,0,0,0,0,0,0,29
"All Country",2018-07-15,58425,1749325,76,17385,3.34,0.44,29
"DPR Korea",2018-07-22,0,0,0,0,0,0,30
"Thailand",2018-07-22,90884,2375695,0,0,3.83,0,30
"Bangladesh",2018-07-22,0,0,0,0,0,0,30
"Bhutan",2018-07-22,0,0,0,0,0,0,30
"Sri Lanka",2018-07-22,0,0,0,0,0,0,30
"Maldives",2018-07-22,0,0,0,0,0,0,30
"Nepal",2018-07-22,0,0,0,0,0,0,30
"Timor-Leste",2018-07-22,0,0,0,0,0,0,30
"All Country",2018-07-22,90884,2375695,0,0,3.83,0,30
"DPR Korea",2018-07-29,0,0,0,0,0,0,31
"Thailand",2018-07-29,95036,2627698,0,0,3.62,0,31
"Bangladesh",2018-07-29,0,0,97,15886,0,0.61,31
"Bhutan",2018-07-29,139,5236,22,436,2.65,5.05,31
"Sri Lanka",2018-07-29,0,0,0,0,0,0,31
"Maldives",2018-07-29,0,0,0,0,0,0,31
"Nepal",2018-07-29,0,0,0,0,0,0,31
"Timor-Leste",2018-07-29,0,0,0,0,0,0,31
"All Country",2018-07-29,95175,2632934,119,16322,3.61,0.73,31
"DPR Korea",2018-08-05,0,0,0,0,0,0,32
"Thailand",2018-08-05,97524,2331285,0,0,4.18,0,32
"Bangladesh",2018-08-05,0,0,62,16946,0,0.37,32
"Bhutan",2018-08-05,0,0,0,0,0,0,32
"Sri Lanka",2018-08-05,0,0,0,0,0,0,32
"Maldives",2018-08-05,0,0,0,0,0,0,32
"Nepal",2018-08-05,0,0,0,0,0,0,32
"Timor-Leste",2018-08-05,0,0,0,0,0,0,32
"All Country",2018-08-05,97524,2331285,62,16946,4.18,0.37,32
"DPR Korea",2018-08-12,0,0,0,0,0,0,33
"Thailand",2018-08-12,101344,2546843,0,0,3.98,0,33
"Bangladesh",2018-08-12,0,0,0,0,0,0,33
"Bhutan",2018-08-12,227,6795,35,437,3.34,8.01,33
"Sri Lanka",2018-08-12,0,0,0,0,0,0,33
"Maldives",2018-08-12,0,0,0,0,0,0,33
"Nepal",2018-08-12,0,0,0,0,0,0,33
"Timor-Leste",2018-08-12,0,0,0,0,0,0,33
"All Country",2018-08-12,101571,2553638,35,437,3.98,8.01,33
"DPR Korea",2018-08-19,0,0,0,0,0,0,34
"Thailand",2018-08-19,107358,2498809,0,0,4.3,0,34
"Bangladesh",2018-08-19,0,0,0,0,0,0,34
"Bhutan",2018-08-19,0,0,0,0,0,0,34
"Sri Lanka",2018-08-19,0,0,0,0,0,0,34
"Maldives",2018-08-19,0,0,7,257,0,2.72,34
"Nepal",2018-08-19,0,0,0,0,0,0,34
"Timor-Leste",2018-08-19,0,0,0,0,0,0,34
